Geneid,Length,patr1_T1,patr1_T2,patr1_T3,esgTS_T1,esgTS_T2,esgTS_T3
CG32832,772,0,0,0,0,0,0
CG34313,2239,0,0,0,0,0,0
CG31743,2239,0,0,0,0,0,0
CG6115,743,206,330,232,245,247,256
tweek,16466,1185,1799,1586,1695,1827,1669
lncRNA:CR44392,933,1,1,2,10,4,6
CG42556,1332,7,12,4,19,8,17
CG31805,2071,12,11,17,42,31,23
CG12288,1562,111,208,158,212,242,193
ApepP,2190,344,477,363,484,554,485
lncRNA:CR43053,604,0,0,0,0,0,0
lncRNA:CR44393,552,0,0,0,0,0,0
lncRNA:CR45285,293,0,0,0,0,0,0
beat-IIIb,3249,0,0,0,0,0,0
CG44406,332,0,0,0,0,0,0
lncRNA:CR44408,603,0,0,0,0,0,0
CG31806,657,0,0,0,0,0,0
lncRNA:CR45356,225,0,0,0,0,0,0
lncRNA:CR45357,259,0,0,0,0,0,0
CG6304,1692,0,0,0,0,0,0
lncRNA:CR45462,303,0,0,0,0,0,0
lncRNA:CR43802,685,0,0,0,0,0,0
CG15136,900,0,0,0,0,0,0
lncRNA:CR43819,719,0,0,0,0,0,0
CG12620,1546,0,1,0,0,0,0
lncRNA:CR45448,543,0,0,0,0,0,0
CG31784,2462,0,0,0,0,0,1
beat-IIIa,4457,0,0,0,0,0,0
CG34106,4457,0,0,0,0,0,0
CG34169,625,0,0,0,0,0,0
CR44394,571,0,0,0,0,0,0
Gr36a,1176,0,0,0,0,0,0
Gr36b,1185,0,0,1,0,0,0
Gr36c,1173,0,0,0,0,0,0
CG31750,1233,0,0,0,0,0,0
beat-IIIc,3902,0,5,4,0,1,6
lncRNA:CR44396,762,0,0,0,0,0,0
lncRNA:CR44395,496,0,0,0,0,0,1
lncRNA:CR45729,302,0,0,0,0,0,0
CG15140,1266,0,0,0,0,0,0
CG6380,1128,0,0,0,0,0,0
CG34170,353,0,0,0,0,0,0
lncRNA:CR45696,232,0,0,0,0,0,0
CG45691,463,0,0,0,0,0,0
lncRNA:CR43239,874,2,1,1,2,3,3
lncRNA:CR44345,647,2,0,0,0,0,1
lncRNA:CR44346,414,2,0,2,5,6,8
CG31804,856,3,2,3,5,6,2
Lrch,6528,4261,4894,4216,4347,4156,3861
CLIP-190,8115,1294,1994,1561,896,1005,855
Rpb11,516,89,164,96,104,103,95
CG15141,1683,143,200,143,175,154,183
CG31803,929,1,1,0,3,2,0
Dif,5695,193,264,205,229,247,263
lncRNA:CR44409,452,0,1,0,1,0,2
CG5043,1758,1,0,0,0,0,0
CG33928,543,2,3,0,0,0,0
dl,6432,541,697,541,348,389,456
lncRNA:CR46204,1891,42,50,31,8,3,5
CG5050,1314,24,34,16,4,3,3
SPH93,1587,2,13,8,0,3,1
CG18563,1251,9,12,4,5,7,9
BicD,5498,394,541,364,629,638,533
Sgt,1534,410,564,528,424,410,367
cass,2458,440,621,530,780,815,672
fws,2477,177,262,184,213,215,205
CG5110,729,61,88,76,70,82,68
GCS2beta,2255,417,592,461,535,545,475
CG5131,1051,53,65,49,58,56,45
CG43645,422,0,0,0,0,0,0
CG43221,422,0,0,0,0,0,0
CG43220,163,0,0,0,0,1,1
qua,3792,5,2,1,5,4,2
asRNA:CR45715,687,0,0,0,0,1,1
CG15142,773,4,5,3,1,1,2
mEFTs,1526,298,406,307,403,438,371
Dhc36C,12202,4,13,4,4,6,4
CG15143,3513,2,0,0,1,0,0
CG15144,3362,0,2,0,0,0,0
CG15145,2787,0,0,0,0,0,0
lncRNA:CR43304,469,0,0,0,0,0,0
lncRNA:CR45697,665,0,0,0,0,0,0
CG7094,1412,0,0,0,0,0,0
lncRNA:CR45919,5739,1,1,0,0,0,0
mir-124,100,0,0,0,0,0,0
mir-287,93,0,0,0,0,0,0
lncRNA:CR45358,339,0,0,0,0,0,0
lncRNA:CR45698,529,0,0,0,0,0,0
lncRNA:CR45111,560,0,0,0,1,0,0
lncRNA:CR45112,371,0,0,0,0,0,0
lncRNA:CR44411,518,0,0,0,0,0,0
Oli,2024,0,0,1,0,0,0
lncRNA:CR44410,230,0,0,0,0,0,0
CG6870,985,1,2,0,0,0,0
Sytalpha,3190,67,54,19,19,20,19
lncRNA:CR44412,796,0,0,0,0,0,0
lncRNA:CR44413,593,0,0,0,0,0,0
CG15147,636,0,0,0,0,0,0
CG43054,531,0,0,0,0,0,0
lncRNA:CR45699,397,0,0,0,0,0,0
CadN,14396,9,9,5,3,3,1
CG43231,1180,0,0,0,0,0,0
CadN2,7989,17,23,16,1,1,0
lncRNA:CR43419,1283,0,1,0,0,0,0
CG42830,720,0,0,0,0,0,0
lncRNA:CR43420,923,1,0,0,0,0,0
lncRNA:CR45332,885,0,0,0,0,0,0
lncRNA:CR45333,296,0,0,0,0,0,0
CG43271,544,0,0,0,0,0,0
lncRNA:CR43274,519,0,0,0,0,0,0
lncRNA:CR44399,562,0,0,0,0,0,0
lncRNA:CR44398,821,0,1,0,0,0,0
lncRNA:CR44397,1060,0,0,0,0,0,0
btv,12821,25,52,43,45,45,35
CG5674,3371,186,315,269,304,345,290
CG5681,2168,6,2,2,1,0,0
Prosbeta5R2,1534,1,0,3,0,1,0
lncRNA:CR44767,745,0,1,0,0,0,0
lncRNA:CR44604,237,0,0,0,0,0,0
lncRNA:CR44605,249,0,0,2,0,0,0
CG5693,590,0,0,0,0,0,0
CG42659,429,0,0,0,0,0,0
CG42634,1028,0,0,0,0,0,0
CG42635,1028,0,0,0,0,0,0
CG31740,606,20,33,28,2,0,0
elfless,1643,3,9,3,0,0,0
rdo,3848,106,151,105,0,2,1
Arr1,2476,1,2,0,0,0,0
ninaD,1788,0,0,1,1,0,1
CG31741,2046,0,0,1,0,0,0
CG15153,1317,0,1,0,0,0,0
Slc25A46b,1553,0,0,0,0,0,0
CG44476,290,3,2,2,9,3,5
CG15152,674,7,6,5,9,8,4
CG5758,3655,23,38,37,52,65,70
CG31785,1487,2,4,1,4,3,2
kel,5476,206,374,299,422,446,346
Socs36E,3503,1705,1897,1514,1624,1428,1546
lncRNA:CR44478,402,59,56,50,44,48,53
CG17681,1282,6,13,6,19,11,10
CG15155,909,3,1,2,3,4,3
CG5783,953,10,20,6,33,21,32
JMJD4,2041,71,83,59,70,71,41
CG42750,6916,3,0,1,1,0,0
Ptp36E,4124,16,12,6,2,4,8
lncRNA:CR44900,698,1,0,0,0,0,0
asRNA:CR43413,712,0,0,0,0,0,0
CG31802,823,0,0,0,0,0,0
lncRNA:CR43406,843,0,0,0,0,0,0
lncRNA:CR43408,644,0,0,0,0,0,0
CG31788,425,0,0,0,0,0,0
lncRNA:CR44901,1226,0,0,0,0,0,0
lncRNA:CR44902,823,0,0,0,0,0,0
CG31787,876,0,0,0,0,0,0
lncRNA:CR44696,741,0,0,0,0,0,0
CG43362,152,1,0,0,0,0,0
lncRNA:CR44693,411,0,0,0,0,0,0
Sfp36F,254,0,0,0,0,0,0
lncRNA:CR43358,271,0,0,0,0,0,0
CG5790,2508,0,0,0,0,0,0
lncRNA:CR43353,504,0,0,0,0,0,0
CG43354,204,0,0,0,0,0,0
lncRNA:CR44694,382,0,0,0,0,0,0
lncRNA:CR44695,400,0,0,0,0,0,0
lncRNA:CR45721,478,0,0,0,0,0,0
lncRNA:CR44489,531,0,0,0,0,0,0
Fas3,6612,149,270,238,28,30,37
Acp36DE,2921,5,10,6,7,4,3
CG34171,1208,2,4,3,2,3,1
lncRNA:CR44486,716,0,0,0,0,0,0
lncRNA:CR44487,505,0,0,0,0,0,0
lncRNA:CR44488,638,0,0,0,0,1,0
RpS26,1864,714,796,621,944,916,950
ncm,4231,315,552,576,561,667,509
bsf,4457,878,1220,1047,1466,1486,1269
Ntf-2r,771,0,3,2,0,0,0
lncRNA:let7C,2449,17,19,9,23,21,28
mir-100,100,0,0,0,0,0,0
let-7,78,0,0,0,0,0,0
mir-125,110,0,0,0,0,0,0
CG10283,3046,513,780,656,1110,1169,1053
grnd,2100,7,20,1,1,0,0
kon,8276,773,1305,712,37,42,21
Ugt301D1,1987,58,96,57,4,10,4
CG10211,5187,3,4,2,4,2,3
lncRNA:CR44903,671,0,2,0,1,0,0
Pde11,7703,504,700,509,939,1029,913
CG15160,4012,149,277,183,256,316,233
amos,786,0,0,0,0,1,0
CG10413,4010,211,297,187,427,407,340
CG31789,695,0,0,0,0,0,0
CG10333,2656,246,384,326,274,294,268
Atac2,2427,52,87,76,88,108,59
IFT46,1643,1,1,0,0,0,0
MESR3,2099,316,404,255,412,358,351
Cyp310a1,1658,33,36,33,75,66,68
CR42490,1916,3,2,3,3,3,1
CG43338,2846,4,6,6,9,3,5
CG43339,1469,0,3,0,0,0,0
Mst36Fb,1558,1,1,0,5,3,1
Mst36Fa,1643,0,2,0,2,8,3
CG31751,2094,21,27,19,69,92,58
tos,2390,45,81,73,69,77,49
msl-1,5021,271,427,296,515,542,432
CG10336,1379,30,60,46,67,62,33
CG10383,3046,235,275,217,264,281,352
CG10338,2418,22,33,17,45,53,38
CG10341,1873,139,173,160,246,275,226
CG10376,2500,254,339,301,580,554,547
CG10343,843,148,199,181,125,173,121
Jwa,1134,338,437,383,461,448,455
Faf2,2368,259,339,287,365,356,321
Grip71,2276,51,79,67,95,105,83
Irk3,2096,1,3,1,2,0,2
CG10348,3878,0,0,0,0,0,0
lncRNA:CR44768,860,0,0,0,0,0,0
lncRNA:CR44769,383,0,0,0,0,0,0
CG42752,791,0,0,0,0,0,0
CG15167,450,0,0,0,0,0,0
ham,5394,0,4,1,0,2,0
lncRNA:CR43804,524,0,0,0,0,0,0
lncRNA:CR44904,357,0,0,0,0,0,0
CG43814,785,0,0,0,0,0,0
lncRNA:CR43817,626,0,0,0,0,0,0
CG42502,2425,0,0,0,0,0,0
CG10570,2425,0,0,0,0,0,0
CG42305,1140,0,0,0,0,0,0
CG17325,1140,0,0,0,0,0,0
Ugt36F1,1680,0,0,0,0,0,0
Ugt36D1,2275,0,2,2,5,5,1
Ugt36E1,1903,0,0,0,0,0,1
CG17597,1758,17,26,29,58,83,47
ScpX,1883,119,171,134,215,185,156
CG10600,5295,709,1247,1015,935,1047,844
CG31752,1566,0,1,2,0,1,0
CG33120,2301,1,0,2,3,2,1
CG17321,2624,1,2,0,2,4,3
CG10602,2408,395,527,431,562,486,444
mRpL13,671,48,46,29,57,57,46
tup,3314,5,16,2,23,23,17
mir-4946,116,0,0,0,0,0,0
lncRNA:CR44737,2406,0,1,0,1,0,0
lncRNA:CR44739,931,1,0,0,0,0,0
lncRNA:CR44738,535,0,0,0,0,0,0
ssp3,6324,429,773,612,425,523,435
lncRNA:CR44740,455,0,0,0,0,0,0
CG46304,778,0,0,0,0,0,0
CG10428,1921,96,126,106,143,149,109
Nedd8,612,133,205,134,141,153,143
CG10621,1519,2,3,2,4,2,2
lncRNA:CR44741,387,0,0,1,0,0,0
CG10623,1725,36,41,31,134,96,102
Nak,7322,190,271,255,299,311,241
Tango6,2859,133,230,153,186,206,162
L2HGDH,1945,62,103,61,117,130,100
CG10431,3355,28,38,36,23,35,29
Swip-1,1860,117,151,116,65,77,95
CG15168,492,58,96,94,57,68,57
CG15170,1718,2,2,2,8,6,10
CG15169,1390,0,1,0,0,0,0
CG10650,1784,166,205,186,101,75,61
CG31792,4390,4,2,2,1,0,3
CG31793,4550,35,58,34,169,145,109
RpL30,804,371,420,361,505,448,453
snoRNA:Me28S-A2113,73,2,5,0,2,3,5
robl37BC,667,0,0,0,0,0,0
lncRNA:CR45292,353,0,0,0,0,0,0
lncRNA:CR44184,476,0,0,0,0,0,0
CG15172,741,0,0,0,0,0,0
lncRNA:CR43700,712,0,0,0,0,0,0
Sidpn,2188,1,0,1,0,0,0
hook,2317,242,349,272,231,222,200
CG31800,751,23,28,20,61,43,51
mib2,4362,313,462,336,506,476,431
Catsup,1698,240,342,270,327,304,276
Ttc19,1440,36,69,64,41,41,36
Acn,3153,592,858,791,954,1082,847
CG10470,701,97,136,112,88,86,88
l(2)37Bb,1708,273,396,272,231,228,186
Rpn3,1831,437,576,513,482,484,406
CG10492,4507,234,454,357,491,563,427
Phlpp,3466,4,5,3,9,8,8
CG10495,1371,16,39,39,36,34,32
CG10702,4585,5,5,4,11,14,13
CG17343,571,0,0,0,0,0,0
CG17572,1344,0,0,0,0,0,0
CR33315,421,0,0,0,0,0,0
CG10700,1753,0,0,0,1,2,0
Lim3,4281,18,43,36,46,48,36
CG43731,803,0,0,0,0,0,0
CG17344,803,0,0,0,0,0,0
lncRNA:CR44905,908,1,0,0,0,1,1
amd,2224,1,3,0,0,2,1
CG10561,2052,17,34,26,47,42,36
Ddc,2797,2,3,1,6,8,2
l(2)37Cc,2119,478,655,520,663,652,588
l(2)37Cb,2791,139,212,203,137,168,137
l(2)37Cd,1821,59,125,81,83,79,58
AsnRS,2375,404,579,427,593,526,475
DCTN6-p27,708,52,76,60,79,68,81
l(2)37Cg,756,27,51,48,51,53,51
brat,12788,1074,1554,1278,2281,2425,2182
lncRNA:CR44977,1351,32,40,38,103,100,94
CG17568,1839,33,49,36,47,55,42
CG42688,785,0,0,0,0,0,0
CG46059,596,6,4,5,4,4,1
gammaTub37C,1628,55,95,71,34,20,28
pigeon,3334,112,184,133,148,146,116
drl,3104,34,47,34,69,71,52
lncRNA:CR46209,458,0,0,0,0,0,1
lncRNA:CR44189,669,0,0,0,0,0,0
CG31797,2809,0,0,0,0,0,0
lncRNA:CR44191,588,0,0,0,0,0,0
lncRNA:CR44190,1909,0,0,0,0,0,0
CG17564,1305,0,0,0,0,0,0
CG10750,1177,0,0,0,0,0,0
lncRNA:CR45700,3169,0,1,0,0,0,0
lncRNA:CR45258,597,0,0,0,0,0,0
dnt,2639,71,112,86,215,251,217
CG13086,690,7,12,7,8,8,10
CG17349,1147,2,2,1,2,0,2
CG17350,1115,2,2,1,1,0,0
fon,2276,1,2,0,1,1,1
CG17549,1203,0,7,1,3,3,7
CG17544,2633,692,806,669,762,656,639
CG31798,1913,92,105,66,184,153,186
Pax,4199,271,391,296,445,405,390
snmRNA:359,34,0,0,0,0,0,0
Lectin-galC1,759,14,17,8,34,39,27
lectin-37Da,651,8,13,7,31,24,41
lectin-37Db,562,12,19,12,43,36,50
Alp12,3351,39,54,31,53,51,57
CG13085,1433,1,0,1,4,0,2
RtcB,1742,164,295,206,197,197,168
Rab9,1604,264,384,237,170,155,138
CG10237,2769,21,27,29,16,22,23
RanGAP,2401,284,418,321,375,355,280
Hs2st,1652,81,131,76,102,118,100
Top2,5242,1326,1718,1375,1700,1716,1498
CG10026,2091,0,0,0,0,1,0
tj,3492,0,0,0,0,0,1
lncRNA:CR45722,769,0,0,0,0,0,0
lncRNA:CR45723,660,0,0,0,0,0,0
lncRNA:CR43839,784,0,0,0,0,0,0
CG10195,2118,76,98,62,103,125,96
CG13084,1544,0,0,1,2,0,2
CG13083,1145,0,4,2,5,4,1
CG10194,1215,71,109,94,95,122,87
CG18094,1357,21,46,14,35,38,30
CG10189,1404,83,151,96,89,104,84
swm,4249,472,805,727,801,827,679
Top3alpha,3925,171,268,227,315,307,264
CG10188,5302,57,112,90,171,202,153
Hasp,6466,0,0,0,0,1,0
lncRNA:CR43363,511,0,0,0,0,0,0
CG10132,4685,1,1,0,7,3,3
CG10166,810,129,177,145,141,146,128
CG10137,3227,9,20,8,29,24,10
CG10165,1811,53,66,49,120,111,98
CG33116,2512,256,326,210,260,254,249
CG31697,657,0,5,1,14,4,4
lncRNA:CR45455,259,0,1,0,1,1,3
CG13082,1316,1,5,1,1,0,0
CG13081,817,0,2,2,2,1,0
ref(2)P,2395,573,769,597,748,741,725
CG10337,1297,23,22,10,46,55,46
Tep4,4889,790,1090,894,1103,1242,1087
CR46413,651,0,0,0,0,0,0
Tep5Psi,3921,2,5,1,1,0,0
CG13078,910,0,2,2,3,3,0
CG13077,1146,1,0,1,5,1,0
spi,1817,445,676,589,778,796,681
mir-2a-2,72,0,0,0,0,2,0
mir-2a-1,76,0,0,0,0,0,0
mir-2b-2,83,0,1,0,0,0,2
msb1l,1366,56,94,95,120,141,101
CG10268,1156,18,34,17,17,29,25
Hakai,1760,58,97,58,117,100,97
PCNA2,1034,8,8,7,7,4,9
CG10366,2062,53,98,55,93,108,73
Lar,10337,64,104,46,71,81,89
lncRNA:CR44978,971,14,9,13,18,18,12
CG46244,8637,0,0,0,0,0,0
lncRNA:CR44979,272,1,7,4,3,4,0
scw,1590,1,2,4,10,4,4
CG10462,3287,235,350,274,645,675,512
Nf-YB,928,43,74,44,52,49,42
CR44906,1668,0,0,0,3,4,2
CG10631,12133,510,720,621,1332,1463,1236
CG10628,1254,62,107,83,67,65,71
CG10463,1921,106,154,123,163,155,128
fbp,1202,8,15,11,57,55,47
bsh,2012,0,0,0,0,1,0
CdGAPr,7824,432,726,539,720,822,681
CG10466,621,11,31,24,13,23,26
fs(2)ltoPP43,2435,133,226,143,190,188,162
sick,14459,70,116,131,568,519,516
snRNA:U4:38AB,142,10,15,6,4,7,5
snRNA:U5:38ABa,127,0,0,0,1,0,0
snRNA:U2:38ABb,191,0,2,0,0,2,2
CG13962,769,0,1,1,4,6,4
snRNA:U2:38ABa,192,4,10,2,3,5,7
snRNA:U5:38ABb,127,0,0,0,1,0,0
CG10481,2008,2,0,1,1,3,1
lncRNA:CR43097,1164,1,1,0,1,1,2
TotF,506,0,0,0,0,1,2
Victoria,522,0,0,0,1,0,0
lncRNA:CR43828,2082,0,0,0,1,2,2
lncRNA:CR43827,546,0,0,0,0,0,1
lncRNA:CR45183,682,0,0,0,0,0,0
COX4,1231,238,295,231,345,312,324
CG34051,771,1,7,3,13,5,3
CG42866,403,0,0,0,1,0,2
CG13965,535,0,0,0,0,1,1
CG16772,1095,0,1,0,2,0,2
asRNA:CR45701,303,0,0,0,0,0,0
CG10680,1272,0,1,0,0,0,0
OS9,788,0,0,0,0,0,0
Hf,896,0,0,0,0,0,0
CG43861,3707,2,0,1,0,0,0
lncRNA:CR43620,895,0,0,0,0,0,0
lncRNA:CR44908,327,0,0,0,0,0,0
AANATL3,837,7,8,0,0,4,1
sNPF,2447,1,5,3,1,0,0
barr,2908,154,300,235,246,285,230
lok,2439,156,252,162,271,260,240
vls,1310,87,128,109,136,138,91
bwa,2269,36,70,41,58,59,47
asRNA:CR44907,526,0,0,0,0,0,0
CG10730,2000,5,10,5,8,7,5
pr,1073,136,207,184,176,243,164
neb,3592,100,129,108,117,99,98
fok,2297,400,599,543,915,950,847
CG10747,1634,38,96,58,133,114,111
Pyroxd1,1612,28,43,28,41,62,41
Taf13,628,63,110,60,48,62,62
nesd,2134,88,124,92,154,117,96
mRpS18B,863,88,154,124,110,100,82
Kua,2487,6,36,14,3,1,4
CG13970,765,0,2,1,0,0,0
CG10651,1061,2,1,0,0,0,0
lncRNA:CR40341,754,0,0,0,0,0,0
lncRNA:CR40172,795,0,0,0,0,0,0
lncRNA:CR40465,634,0,0,0,0,0,0
CG17571,1205,20,3,7,19,12,13
CG17570,1006,2,4,0,1,4,2
CG12617,1022,0,0,0,0,0,0
lncRNA:CR43414,657,0,0,0,0,0,0
spir,6505,257,449,330,404,466,418
lncRNA:CR43606,1286,7,15,7,28,24,28
La,1549,520,629,596,593,576,517
RtGEF,8609,294,426,375,663,714,678
snoRNA:Me28S-A3365,101,2,1,1,6,4,5
Ugt37A1,1623,4,2,1,2,2,0
CG16798,2512,8,13,1,1,1,0
CG10947,3072,69,128,84,6,7,6
CG10949,1689,29,59,38,48,81,44
Arpc2,1974,522,771,640,706,682,595
snoRNA:Psi18S-525a,134,8,10,3,12,12,18
snoRNA:Psi18S-640a,132,5,5,1,9,5,8
snoRNA:Psi18S-525b,135,7,11,3,9,11,12
snoRNA:Psi18S-525c,134,14,17,8,14,15,23
snoRNA:Psi18S-640b,137,25,17,7,19,13,22
snoRNA:Psi18S-525d,137,7,13,5,14,9,9
snoRNA:Psi18S-640c,128,4,5,3,6,4,5
snoRNA:Psi18S-525e,130,14,17,5,11,11,19
snoRNA:Psi18S-640d,131,23,15,10,28,20,18
snoRNA:Psi18S-525f,135,2,4,1,4,6,7
snoRNA:Psi18S-525g,134,3,5,3,10,6,9
snoRNA:Psi18S-640e,124,0,0,1,3,2,3
snoRNA:Psi18S-525h,135,6,6,4,8,9,11
snoRNA:Psi18S-640f,126,8,4,2,2,5,7
snoRNA:Psi18S-525i,136,12,12,8,11,16,13
snoRNA:Psi18S-640g,129,17,10,6,16,14,7
snoRNA:Psi18S-525j,136,6,8,2,4,10,8
CG15130,624,2,5,6,8,5,0
CG31688,8619,99,151,100,307,279,225
lncRNA:CR43607,791,5,13,1,24,26,7
CG31683,2031,14,15,10,31,36,26
CG31687,6696,25,31,23,70,62,52
CG18858,2029,20,41,27,37,56,35
Cdc23,2270,46,64,46,82,69,57
CG2493,1860,152,238,162,288,272,224
lncRNA:CR44980,951,0,0,0,0,0,0
CG43233,541,1,0,0,0,0,0
lncRNA:CR43234,2210,0,0,0,0,0,0
lncRNA:CR46416,323,0,0,0,0,0,0
lncRNA:CR45361,3150,0,0,0,1,0,0
mir-1,91,0,0,0,0,0,0
lncRNA:CR45360,802,0,0,0,0,0,0
lncRNA:CR45359,916,0,0,0,0,0,0
CG34007,671,3,2,2,2,8,5
lncRNA:CR45702,715,0,0,0,0,0,0
CG44270,712,1,0,0,0,0,0
lncRNA:CR45707,582,0,0,0,0,0,0
lncRNA:TS1,404,0,0,0,0,0,0
lncRNA:CR45347,768,0,0,0,0,0,0
mir-4973,151,0,0,0,0,0,0
lncRNA:CR44909,1405,0,0,0,0,0,0
CG31677,662,0,0,0,0,0,0
lncRNA:CR43608,805,1,0,0,0,0,0
CG15475,1038,0,0,0,0,0,0
mir-133,98,0,0,0,0,0,0
mir-288,97,0,0,0,0,0,0
CG17472,582,0,0,0,0,0,0
CR43158,493,0,0,0,0,0,0
CG31680,527,1,1,0,0,0,1
Sfp38D,1234,1,1,0,0,0,0
CG17470,939,2,5,7,16,15,11
phr6-4,2167,61,92,74,54,56,44
CG2608,1477,129,173,124,207,201,171
Uhg3,836,89,151,105,129,129,103
snoRNA:Me28S-C2645a,75,0,0,0,0,0,0
snoRNA:Me28S-C2645b,75,1,0,0,5,3,1
snoRNA:Me28S-C2645c,75,0,0,0,0,0,0
CG18810,1168,0,1,0,2,1,0
CG2611,634,15,34,31,17,28,19
brun,4892,247,397,347,362,405,298
CG2614,2246,150,180,127,203,203,177
CG31678,5676,367,632,481,500,489,367
lncRNA:CR45004,3724,106,135,80,131,145,133
IKKepsilon,2551,187,310,214,197,190,220
Cen,2926,82,125,95,223,235,178
CG2617,1262,28,50,38,45,53,41
Hr38,7704,17,22,11,4,2,1
lncRNA:CR44187,911,1,0,0,0,0,0
lncRNA:CR44188,1099,1,2,1,1,0,0
lncRNA:CR45306,549,0,0,0,0,0,0
CG9316,2170,0,2,0,0,0,0
CarT,2523,14,14,15,6,9,5
TM9SF2,2810,805,1083,910,918,926,794
Fs(2)Ket,7157,1527,2175,1694,2068,2308,1843
Amacr,1335,19,45,37,68,62,62
Ns4,1961,104,151,141,151,169,128
Rhau,3125,72,115,85,143,162,119
dia,6718,646,927,693,906,807,693
cad,2570,188,278,228,348,371,253
Pomp,1092,242,303,264,230,210,193
vari,2867,5,9,6,37,28,41
lncRNA:CR44146,381,0,0,0,0,0,0
CG9328,2301,85,128,86,169,169,158
CG33322,1599,1,1,1,3,1,4
CheB38b,695,1,1,0,1,1,0
CheB38a,595,1,1,0,2,0,0
CheB38c,659,0,0,0,1,1,0
CG9331,2673,178,240,206,340,359,327
CG31673,1224,88,161,102,189,191,163
CG31674,1276,14,19,21,50,51,47
Oseg5,2570,3,8,8,9,11,8
Spn38F,1198,1,1,0,0,1,2
CG31676,1107,0,1,0,0,1,0
lncRNA:CR44307,300,0,0,0,0,1,0
CG14402,1688,0,0,0,0,0,0
twit,1150,0,0,0,0,0,0
CG14400,905,0,0,0,0,0,0
CG9336,804,4,1,0,5,1,2
CR9337,933,0,0,0,0,0,0
CG9338,1087,2,6,3,12,12,10
CG31675,1151,1,2,0,0,0,0
CG14401,1399,4,6,1,2,1,4
CG43739,4863,0,0,0,0,0,0
sky,6439,105,158,167,341,363,290
asRNA:CR44981,1316,23,50,23,68,74,27
CR33317,351,4,3,2,5,6,3
Mtp,2930,43,85,67,54,59,39
CR33318,523,1,1,0,1,1,3
RPA2,963,113,193,163,119,107,115
CG9272,1357,40,85,58,80,89,71
CR33319,593,2,7,8,9,13,6
CG9270,4143,104,131,82,45,32,40
lncRNA:CR44606,1036,3,6,3,2,0,3
CG42238,3923,229,343,255,290,276,235
snoRNA:Me28S-C2789,149,2,0,4,2,3,4
Itgbn,3340,538,676,547,733,653,615
CG9265,3125,51,54,44,69,69,49
tadr,2656,4,7,13,4,2,1
CG33511,1248,5,9,2,7,11,5
CG33510,1566,4,11,5,5,6,6
CG33509,1405,1,7,5,3,1,2
ppk13,1514,2,4,0,1,1,1
CG9259,1566,2,4,2,2,0,0
CG14397,533,2,8,4,3,2,0
l(2)05287,3471,341,538,476,566,642,497
CG34136,706,3,8,5,15,10,3
asRNA:CR43809,1650,0,0,0,0,0,0
CG9257,1579,0,0,0,0,0,0
CG46307,4602,0,0,0,0,0,0
Nhe2,9080,234,327,212,685,649,601
lncRNA:CR44056,502,0,1,0,0,0,1
Dap160,6395,360,564,385,555,626,484
CG9253,1669,240,337,295,431,476,391
snoRNA:Me18S-A469,88,0,1,0,1,0,0
del,3292,76,150,115,349,482,327
E2f2,2002,75,142,94,155,138,110
Mpp6,1335,23,47,37,53,57,37
Coq3,1065,37,53,28,26,43,37
CG9248,1980,135,200,165,225,259,222
Nbr,2335,151,168,142,218,232,192
CG9246,2391,175,257,276,450,500,370
asRNA:CR44910,401,0,0,0,0,0,0
CG43346,2482,0,0,0,0,0,0
CG43345,2482,0,0,0,0,0,0
mAcon1,3103,813,998,842,1518,1523,1313
CG31627,902,1,2,2,3,3,3
bur,3116,493,735,564,731,834,650
scaRNA:PsiU2-38.40.42,137,22,20,10,30,35,36
asRNA:CR44911,1320,11,4,7,21,13,15
Mcm10,2820,72,123,92,133,123,95
Ret,4912,32,37,22,217,207,171
CG31624,1150,0,1,1,0,1,0
CG31988,1149,0,1,0,0,0,1
clumsy,3421,3,9,2,5,7,5
Atg18b,2435,620,873,628,576,545,500
snRNA:U4:39B,143,32,37,13,36,44,31
CG8679,2541,83,137,105,136,135,62
CG8677,9183,711,1178,1033,1110,1403,1057
CG31626,1363,0,0,0,0,0,0
asRNA:CR45713,1291,0,0,0,0,0,1
Hr39,4984,112,187,98,222,225,177
mir-9374,61,0,0,0,0,0,0
l(2)k14505,1055,116,149,90,117,125,100
CG8671,5112,330,503,378,393,449,363
mir-4974,102,4,5,1,11,8,5
Cyp6t2Psi,1463,6,12,6,11,9,13
Mondo,5170,500,924,745,1015,1127,947
Gr39a,3807,43,107,70,140,122,94
crc,3423,423,490,442,543,490,495
CG46314,2515,0,0,0,0,0,0
lncRNA:CR44785,645,13,14,5,6,8,6
lncRNA:CR42696,455,6,10,3,0,0,0
dimm,3295,42,65,35,6,6,16
Tsp39D,2359,134,149,97,226,230,189
dtr,4704,6,7,2,11,9,6
Gr39b,1110,0,1,0,0,0,0
CG8665,3624,4,7,1,4,1,3
nrv3,4770,94,135,110,131,168,170
His-Psi:CR31616,315,0,0,0,0,0,0
His-Psi:CR31615,315,0,0,0,0,0,0
His-Psi:CR31754,303,0,0,0,0,1,0
His1:CG33801,1023,4,6,5,1,3,1
His2B:CG33910,595,0,0,0,0,0,0
His-Psi:CR33802,333,0,0,0,0,0,0
His4:CG33909,413,0,0,0,0,0,0
His3:CG33803,529,0,0,0,0,0,0
His1:CG31617,1023,0,0,0,0,0,0
His2B:CG17949,595,2,0,0,0,0,0
